Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q08481,FT,Platelet endothelial cell adhesion molecule,Mus musculus (Mouse),"protein-containing complex ISO, smooth muscle contractile fiber IDA, cell periphery IDA, external side of plasma membrane IDA, cell-cell contact zone IDA, integral component of plasma membrane IBA, membrane IDA, ruffle ISO, membrane raft IDA, cell surface ISO, cytoplasm IDA, cell-cell junction ISO, extracellular space ISO, plasma membrane IDA","GO:0009897, GO:0005911, GO:0001726, GO:0005737, GO:0030485, GO:0071944, GO:0005615, GO:0016020, GO:0009986, GO:0044291, GO:0005887, GO:0005886, GO:0032991, GO:0045121","protein homodimerization activity ISO, protein phosphatase binding ISO, transmembrane signaling receptor activity IBA","GO:0004888, GO:0019903, GO:0042803","cell-cell adhesion ISO, angiogenesis IDA, cell-cell adhesion via plasma-membrane adhesion molecules ISO, leukocyte cell-cell adhesion ISO, positive regulation of protein localization to cell-cell junction ISO, cell surface receptor signaling pathway IBA, glomerular endothelium development IEA, Rho protein signal transduction IMP, positive regulation of protein phosphorylation ISO, endothelial cell migration IDA, positive regulation of cell migration ISO, homophilic cell adhesion via plasma membrane adhesion molecules ISO, wound healing IMP, positive regulation of leukocyte migration ISO, diapedesis ISO, endothelial cell-matrix adhesion IMP, positive regulation of peptidyl-tyrosine phosphorylation ISO, bicellular tight junction assembly ISO, monocyte extravasation ISO, establishment of endothelial barrier ISO, negative regulation of actin filament polymerization ISO, positive regulation of cellular extravasation ISO, regulation of cell migration IMP, negative regulation of GTPase activity ISO, negative regulation of peptidyl-tyrosine phosphorylation ISO, neutrophil extravasation ISO, phagocytosis ISO, endothelial cell morphogenesis IMP, positive regulation of tyrosine phosphorylation of STAT protein IDA, cell adhesion IDA","GO:0007155, GO:0072011, GO:0034260, GO:0072672, GO:0007159, GO:0030335, GO:0001934, GO:0098742, GO:0006909, GO:0042531, GO:0007166, GO:0070830, GO:0043542, GO:0007266, GO:0002687, GO:0030334, GO:0001886, GO:0035696, GO:0061028, GO:0050731, GO:0050904, GO:0007156, GO:0002693, GO:0030837, GO:0001525, GO:0090673, GO:0050732, GO:0098609, GO:0150107, GO:0042060"," Disulfide bond,  Glycoprotein,  Phosphoprotein, Reference proteome,  Transmembrane helix,  Cell junction,  Cell adhesion,  Palmitate,  Signal,  Transmembrane,  Cell membrane, Direct protein sequencing, Alternative splicing, Immunoglobulin domain,  Membrane,  Repeat,  Lipoprotein"
P0C673,FT,Immunoglobulin superfamily member 11,Mus musculus (Mouse),"postsynaptic density ISO, excitatory synapse ISO, plasma membrane ISO, integral component of membrane IEA, cell-cell junction ISO","GO:0005911, GO:0060076, GO:0005886, GO:0014069, GO:0016021",ionotropic glutamate receptor binding ISO,GO:0035255,"maintenance of protein location ISO, positive regulation of long-term synaptic potentiation IMP, homophilic cell adhesion via plasma membrane adhesion molecules ISS, regulation of growth IEA, positive regulation of mini excitatory postsynaptic potential ISO, regulation of synaptic plasticity IMP","GO:0007156, GO:0040008, GO:0048167, GO:1900273, GO:0045185, GO:0061885"," Disulfide bond,  Glycoprotein, Reference proteome,  Transmembrane helix,  Methylation,  Transmembrane,  Immunoglobulin domain,  Cell membrane, Growth regulation,  Membrane, Cell adhesion,  Signal,  Repeat,  Receptor"
Q9R112,FT,"Sulfide:quinone oxidoreductase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"mitochondrion HDA, mitochondrial inner membrane HDA","GO:0005739, GO:0005743","FAD binding IBA, sulfide, quinone binding IEA","GO:0070224, GO:0048038, GO:0071949","sulfide oxidation, using sulfide, hydrogen sulfide metabolic process ISS","GO:0070813, GO:0070221"," Disulfide bond,  Phosphoprotein,  Reference proteome, Acetylation,  Mitochondrion, Transit peptide,  Flavoprotein, Oxidoreductase,  Quinone,  FAD"
Q99KK1,REEP3_MOUSE,Receptor expression-enhancing protein 3,Mus musculus (Mouse),"membrane IBA, integral component of membrane IEA, cytoplasmic microtubule IBA, endoplasmic reticulum tubular network IBA, endoplasmic reticulum membrane IBA","GO:0005881, GO:0016020, GO:0005789, GO:0071782, GO:0016021",microtubule binding IBA,GO:0008017,"endoplasmic reticulum tubular network organization IBA, nuclear envelope organization ISS, cell division IEA, mitotic nuclear envelope reassembly ISS","GO:0051301, GO:0071786, GO:0007084, GO:0006998","Mitosis,  Phosphoprotein,  Reference proteome,  Endoplasmic reticulum,  Cell division,  Microtubule,  Transmembrane,  Membrane, Cell cycle, Transmembrane helix"
Q3UDR8,YIPF3_MOUSE,Protein YIPF3,Mus musculus (Mouse),"Golgi apparatus ISO, integral component of membrane IEA, intracellular membrane-bounded organelle ISO, transport vesicle ISO, plasma membrane IEA","GO:0005794, GO:0043231, GO:0005886, GO:0016021, GO:0030133",,,cell differentiation IEA,GO:0030154,"Reference proteome,  Glycoprotein,  Transmembrane helix, Acetylation,  Differentiation,  Transmembrane,  Cell membrane,  Golgi apparatus, Direct protein sequencing,  Membrane,  Cytoplasm"
Q9R1Z8,VINEX_MOUSE,Vinexin,Mus musculus (Mouse),"cytoplasm IDA, focal adhesion IDA, nucleus IDA, cytoskeleton IEA","GO:0005737, GO:0005925, GO:0005856, GO:0005634","transcription factor binding IPI, vinculin binding ISO","GO:0008134, GO:0017166","positive regulation of MAPK cascade IMP, cell-substrate adhesion IDA, positive regulation of stress fiber assembly ISO, negative regulation of transcription by RNA polymerase II IMP, actin filament organization IEA","GO:0031589, GO:0007015, GO:0043410, GO:0051496, GO:0000122"," Cytoskeleton,  Phosphoprotein, Reference proteome,  Cell junction,  SH3 domain, Cell adhesion,  Repeat,  Cytoplasm"
P29699,FT,Alpha-2-HS-glycoprotein,Mus musculus (Mouse),"protein-containing complex ISO, extracellular matrix IBA, Golgi apparatus ISO, collagen-containing extracellular matrix ISO, extracellular region IBA, extracellular space ISO","GO:0031012, GO:0062023, GO:0005794, GO:0005615, GO:0005576, GO:0032991","cysteine-type endopeptidase inhibitor activity IEA, endopeptidase inhibitor activity IBA, receptor signaling protein tyrosine kinase inhibitor activity ISO","GO:0030294, GO:0004866, GO:0004869","negative regulation of bone mineralization IDA, positive regulation of bone resorption ISO, ossification IDA, negative regulation of endopeptidase activity IBA, negative regulation of cell growth ISO, regulation of inflammatory response ISS, male gonad development ISO, positive regulation of phagocytosis ISS, acute-phase response ISS, negative regulation of insulin receptor signaling pathway ISO, protein-containing complex assembly ISO","GO:0045780, GO:0065003, GO:0008584, GO:0030308, GO:0050727, GO:0050766, GO:0006953, GO:0046627, GO:0030502, GO:0001503, GO:0010951"," Disulfide bond,  Glycoprotein, Reference proteome,  Phosphoprotein,  Secreted, Direct protein sequencing,  Signal,  Repeat"
Q8BKE6,CP20A_MOUSE,Cytochrome P450 20A1,Mus musculus (Mouse),integral component of membrane IEA,GO:0016021,"heme binding IEA, monooxygenase activity IEA, iron ion binding IEA, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen IEA","GO:0020037, GO:0004497, GO:0016705, GO:0005506",,,"Reference proteome,  Transmembrane helix,  Monooxygenase,  Transmembrane, Heme,  Membrane,  Oxidoreductase,  Iron,  Metal-binding"
O09044,FT,Synaptosomal-associated protein 23,Mus musculus (Mouse),"adherens junction ISO, azurophil granule ISO, neuron projection IEA, SNARE complex IDA, presynapse IEA, mitochondrion ISO, specific granule ISO, cytoplasm ISO, cytoplasmic vesicle IDA, nucleoplasm ISO, plasma membrane IDA","GO:0042582, GO:0031201, GO:0042581, GO:0005737, GO:0031410, GO:0005654, GO:0098793, GO:0005739, GO:0005912, GO:0005886, GO:0043005","syntaxin binding ISO, SNAP receptor activity ISO","GO:0005484, GO:0019905","vesicle-mediated transport ISO, protein transport ISO, exocytosis IMP, membrane fusion ISO, exocytic insertion of neurotransmitter receptor to postsynaptic membrane ISO, synaptic vesicle priming IBA, regulation of exocytosis ISO, synaptic vesicle fusion to presynaptic active zone membrane IBA, vesicle fusion IBA, histamine secretion by mast cell ISO, protein-containing complex assembly ISO","GO:0006887, GO:0016082, GO:0098967, GO:0061025, GO:0002553, GO:0031629, GO:0017157, GO:0006906, GO:0016192, GO:0065003, GO:0015031"," Phosphoprotein,  Protein transport, Acetylation,  Reference proteome, Repeat, Membrane,  Cell junction,  Synapse,  Synaptosome,  Transport,  Palmitate,  Cell membrane,  Lipoprotein,  Coiled coil"
Q7TSJ2,FT,Microtubule-associated protein 6,Mus musculus (Mouse),"microtubule ISO, dendrite ISO, Golgi apparatus ISO, axon ISO, Golgi-associated vesicle IBA, axon cytoplasm IEA, transport vesicle membrane IEA, perinuclear region of cytoplasm ISO, secretory vesicle ISO, cis-Golgi network IBA, neuron projection ISO","GO:0030658, GO:0005798, GO:1904115, GO:0030424, GO:0005794, GO:0005801, GO:0030425, GO:0099503, GO:0005874, GO:0043005, GO:0048471","calmodulin binding IEA, microtubule binding IDA","GO:0005516, GO:0008017","lysosome localization ISS, microtubule cytoskeleton organization IEA, positive regulation of axonogenesis ISO, cytoskeleton-dependent intracellular transport IBA, axonal transport of mitochondrion ISO, regulation of microtubule cytoskeleton organization ISO, dendrite morphogenesis ISS","GO:0048813, GO:0000226, GO:0050772, GO:0032418, GO:0030705, GO:0070507, GO:0019896"," Cytoskeleton,  Reference proteome, Cell projection,  Transport,  Alternative splicing,  Microtubule,  Palmitate, Alternative promoter usage,  Calmodulin-binding,  Membrane, Golgi apparatus, Phosphoprotein,  Cytoplasmic vesicle,  Repeat,  Cytoplasm,  Lipoprotein"
Q8CDJ8,STON1_MOUSE,Stonin-1,Mus musculus (Mouse),"cell leading edge IDA, cell projection IDA, clathrin-coated pit IDA, cytoplasmic vesicle IBA, intracellular membrane-bounded organelle IBA, synaptic vesicle IBA, clathrin-coated vesicle IBA","GO:0042995, GO:0031252, GO:0005905, GO:0043231, GO:0030136, GO:0031410, GO:0008021","cargo adaptor activity IDA, clathrin adaptor activity IBA","GO:0140312, GO:0035615","focal adhesion disassembly IMP, platelet-derived growth factor receptor signaling pathway IMP, vesicle-mediated transport IBA, endocytosis IDA, substrate-dependent cell migration IMP, ruffle assembly IMP, synaptic vesicle endocytosis IBA, focal adhesion assembly IMP, regulation of endocytosis ISS","GO:0006929, GO:0097178, GO:0048041, GO:0030100, GO:0006897, GO:0048008, GO:0048488, GO:0016192, GO:0120181","Cytoplasm,  Reference proteome,  Endocytosis,  Membrane"
Q91X43,SH319_MOUSE,SH3 domain-containing protein 19,Mus musculus (Mouse),"nucleoplasm ISO, plasma membrane ISO, cytosol ISO","GO:0005829, GO:0005654, GO:0005886",proline-rich region binding ISO,GO:0070064,"cytoskeleton organization ISS, regulation of cell morphogenesis ISS, positive regulation of membrane protein ectodomain proteolysis ISO","GO:0022604, GO:0051044, GO:0007010"," Phosphoprotein,  Reference proteome, Repeat,  SH3 domain, Alternative splicing,  Cytoplasm"
Q91VU7,PUS7_MOUSE,Pseudouridylate synthase 7 homolog {ECO:0000305},Mus musculus (Mouse),nucleus ISS,GO:0005634,"enzyme binding ISO, pseudouridine synthase activity ISS, RNA binding IEA","GO:0003723, GO:0019899, GO:0009982","negative regulation of translation ISS, mRNA pseudouridine synthesis ISS, regulation of mesoderm development ISS, regulation of hematopoietic stem cell differentiation ISS, pseudouridine synthesis IBA, tRNA pseudouridine synthesis ISS","GO:0001522, GO:0017148, GO:0031119, GO:2000380, GO:1990481, GO:1902036","Reference proteome,  Phosphoprotein,  Nucleus,  tRNA processing, Alternative splicing,  Isomerase"
P49710,HCLS1_MOUSE,Hematopoietic lineage cell-specific protein,Mus musculus (Mouse),"plasma membrane ISO, transcription regulator complex ISO, nucleus IDA, mitochondrion IEA, cytosol ISO, cytoplasm IDA, site of polarized growth IBA, cortical actin cytoskeleton IBA","GO:0005667, GO:0005737, GO:0005634, GO:0030864, GO:0005829, GO:0030427, GO:0005739, GO:0005886","protein-containing complex binding IPI, RNA polymerase II transcription factor binding ISO, SH3 domain binding IDA, protein kinase binding ISO, actin filament binding IBA","GO:0044877, GO:0017124, GO:0019901, GO:0051015, GO:0001085","actin filament polymerization IEA, positive regulation of cell population proliferation IMP, positive regulation of macrophage differentiation IMP, cellular response to cytokine stimulus ISO, regulation of actin filament polymerization ISO, response to hormone IDA, positive regulation of phosphatidylinositol 3-kinase signaling ISO, positive regulation of protein import into nucleus ISO, positive regulation of tyrosine phosphorylation of STAT protein IMP, negative regulation of leukocyte apoptotic process ISO, positive regulation of peptidyl-serine phosphorylation ISO, positive regulation of transcription by RNA polymerase II IMP, positive regulation of DNA-binding transcription factor activity ISO, negative regulation of transcription by RNA polymerase II IMP, positive regulation of granulocyte differentiation IMP, erythrocyte differentiation IMP, positive regulation of peptidyl-tyrosine phosphorylation ISO, positive regulation of protein kinase B signaling ISO","GO:0042307, GO:0033138, GO:0045651, GO:0030833, GO:2000107, GO:0050731, GO:0009725, GO:0042531, GO:0045944, GO:0071345, GO:0051091, GO:0030854, GO:0051897, GO:0030041, GO:0014068, GO:0030218, GO:0000122, GO:0008284"," Phosphoprotein,  Reference proteome, Acetylation,  Mitochondrion, SH3 domain,  Repeat"
Q8BUR4,DOCK1_MOUSE,Dedicator of cytokinesis protein 1,Mus musculus (Mouse),"nuclear speck ISO, guanyl-nucleotide exchange factor complex ISO, membrane IEA, cytoplasm ISO, cytosol ISO, nucleoplasm ISO","GO:0005737, GO:0016607, GO:0016020, GO:0005829, GO:0005654, GO:0032045","guanyl-nucleotide exchange factor activity IEA, SH3 domain binding IEA","GO:0017124, GO:0005085","cell migration IDA, positive regulation of substrate adhesion-dependent cell spreading ISS, apoptotic process IEA, positive regulation of epithelial cell migration ISS, hematopoietic progenitor cell differentiation IGI, small GTPase mediated signal transduction IEA, phagocytosis IEA","GO:0007264, GO:1900026, GO:0006909, GO:0016477, GO:0006915, GO:0010634, GO:0002244"," Reference proteome,  Phagocytosis,  SH3-binding,  Alternative splicing,  SH3 domain,  Apoptosis, Guanine-nucleotide releasing factor, 3D-structure,  Membrane, Phosphoprotein,  Cytoplasm"
O09159,FT,Lysosomal alpha-mannosidase,Mus musculus (Mouse),"lysosome ISO, extracellular space ISO, vacuolar membrane IBA","GO:0005764, GO:0005774, GO:0005615","metal ion binding IEA, mannose binding ISO, alpha-mannosidase activity IDA","GO:0004559, GO:0005537, GO:0046872","mannose metabolic process IDA, cellular protein modification process ISO, learning or memory IMP","GO:0006013, GO:0007611, GO:0006464","Disulfide bond,  Glycoprotein,  Reference proteome,  Glycosidase,  Zinc,  Signal,  Hydrolase,  Lysosome, Metal-binding"
Q8VDC1,FYCO1_MOUSE,FYVE and coiled-coil domain-containing protein 1,Mus musculus (Mouse),"autophagosome ISS, late endosome ISS, lysosome ISS, Golgi apparatus ISO, intracellular membrane-bounded organelle ISO","GO:0005776, GO:0005770, GO:0005794, GO:0043231, GO:0005764",metal ion binding IEA,GO:0046872,"positive regulation of autophagosome maturation ISO, plus-end-directed vesicle transport along microtubule ISS","GO:0072383, GO:1901098","Lysosome,  Phosphoprotein,  Reference proteome,  Zinc,  Endosome,  Acetylation, Zinc-finger, 3D-structure,  Cytoplasmic vesicle,  Metal-binding,  Coiled coil"
Q8BH65,DEN6A_MOUSE,Protein DENND6A,Mus musculus (Mouse),"cytoplasm ISS, intracellular membrane-bounded organelle ISO, recycling endosome ISS","GO:0005737, GO:0043231, GO:0055037",Rab guanyl-nucleotide exchange factor activity ISS,GO:0017112,positive regulation of cell-cell adhesion mediated by cadherin ISS,GO:2000049,"Reference proteome,  Phosphoprotein,  Endosome,  Methylation, Guanine-nucleotide releasing factor, Alternative splicing,  Cytoplasm"
Q4LDD4,ARAP1_MOUSE,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",Mus musculus (Mouse),"trans-Golgi network ISO, Golgi apparatus ISO, cytoplasmic vesicle ISO, plasma membrane ISO, intracellular membrane-bounded organelle ISO, Golgi cisterna membrane IEA, cytosol ISO, nucleoplasm ISO","GO:0005794, GO:0043231, GO:0005802, GO:0031410, GO:0005829, GO:0005654, GO:0005886, GO:0032580","R-SMAD binding ISS, type 1 angiotensin receptor binding ISO, transcription regulatory region sequence-specific DNA binding ISS, DNA-binding transcription factor activity ISS, phosphatidylinositol-3,4,5-trisphosphate binding ISO, GTPase activator activity ISS, metal ion binding IEA, transcription factor binding ISS","GO:0005547, GO:0003700, GO:0070412, GO:0031702, GO:0000976, GO:0008134, GO:0046872, GO:0005096","regulation of cellular component movement ISO, SMAD protein signal transduction ISS, positive regulation of filopodium assembly ISO, positive regulation of receptor recycling ISO, positive regulation of GTPase activity ISO, positive regulation of transcription, DNA-templated ISS, transforming growth factor beta receptor signaling pathway ISS, negative regulation of stress fiber assembly ISO, regulation of cell shape ISO","GO:0008360, GO:0051270, GO:0007179, GO:0001921, GO:0060395, GO:0051491, GO:0045893, GO:0043547, GO:0051497"," Reference proteome,  Zinc,  GTPase activation,  Alternative splicing,  Cell membrane,  Zinc-finger, 3D-structure,  Membrane, Golgi apparatus, Phosphoprotein,  Repeat,  Cytoplasm,  Metal-binding"
Q02614,S30BP_MOUSE,SAP30-binding protein,Mus musculus (Mouse),"nucleoplasm ISO, nucleus ISS, intermediate filament cytoskeleton ISO","GO:0045111, GO:0005654, GO:0005634",,,"regulation of transcription, DNA-templated IEA, apoptotic process IEA, positive regulation of cell death ISS","GO:0010942, GO:0006915, GO:0006355"," Isopeptide bond,  Nucleus,  Reference proteome, Apoptosis,  Phosphoprotein,  Transcription,  Ubl conjugation, Repressor,  Transcription regulation"
Q8BJS4,FT,SUN domain-containing protein 2,Mus musculus (Mouse),"nuclear chromosome, telomeric region IDA, condensed nuclear chromosome IDA, nuclear membrane ISO, endosome membrane IEA, integral component of nuclear inner membrane IEA, nuclear inner membrane IDA, meiotic nuclear membrane microtubule tethering complex ISO, nuclear envelope IDA","GO:0031965, GO:0005637, GO:0005635, GO:0010008, GO:0000784, GO:0034993, GO:0005639, GO:0000794","identical protein binding IPI, protein-membrane adaptor activity IBA, lamin binding ISO, cytoskeleton-nuclear membrane anchor activity ISO","GO:0042802, GO:0140444, GO:0005521, GO:0043495","nuclear migration along microfilament IMP, centrosome localization IMP, nuclear matrix anchoring at nuclear membrane ISO, nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration IMP, meiotic cell cycle IEA, positive regulation of cell migration IMP, nuclear envelope organization ISO","GO:0051642, GO:0051321, GO:0006998, GO:0030335, GO:0031022, GO:0021817, GO:0090292"," Disulfide bond,  Phosphoprotein,  Nucleus, Reference proteome,  Signal-anchor,  Transmembrane helix,  Meiosis,  Endosome,  Alternative splicing,  Transmembrane, 3D-structure, Glycoprotein,  Membrane,  Coiled coil"
P39429,TRAF2_MOUSE,TNF receptor-associated factor 2,Mus musculus (Mouse),"protein-containing complex ISO, cytosol IDA, TRAF2-GSTP1 complex ISO, tumor necrosis factor receptor superfamily complex ISO, cytoplasmic side of plasma membrane IDA, cell cortex ISO, ubiquitin ligase complex ISO, membrane raft IDA, CD40 receptor complex IDA, cytoplasm IDA, IRE1-TRAF2-ASK1 complex IDA, vesicle membrane IDA","GO:0035631, GO:0000151, GO:0097057, GO:0005737, GO:1990604, GO:0005938, GO:0005829, GO:0012506, GO:0032991, GO:0045121, GO:0002947, GO:0009898","protein-macromolecule adaptor activity ISO, sphingolipid binding ISS, mitogen-activated protein kinase kinase kinase binding ISO, ubiquitin protein ligase binding ISO, protein kinase binding ISO, enzyme binding ISO, protein phosphatase binding ISO, zinc ion binding IEA, identical protein binding ISO, tumor necrosis factor binding ISO, protein-containing complex binding IDA, ubiquitin-protein transferase activity ISS, CD40 receptor binding IPI, thioesterase binding ISO, tumor necrosis factor receptor binding ISO","GO:0019899, GO:0043120, GO:0008270, GO:0005174, GO:0042802, GO:0031625, GO:0044877, GO:0031996, GO:0005164, GO:0019901, GO:0030674, GO:0004842, GO:0031435, GO:0019903, GO:0046625","regulation of apoptotic process ISS, cellular response to nitric oxide IMP, protein autoubiquitination ISS, tumor necrosis factor-mediated signaling pathway ISS, protein K63-linked ubiquitination ISS, positive regulation of JNK cascade IBA, activation of NF-kappaB-inducing kinase activity ISO, positive regulation of extrinsic apoptotic signaling pathway ISO, protein catabolic process IMP, positive regulation of interleukin-2 production ISO, negative regulation of glial cell apoptotic process ISO, positive regulation of JUN kinase activity ISS, regulation of immunoglobulin secretion IMP, positive regulation of I-kappaB phosphorylation IDA, positive regulation of tumor necrosis factor-mediated signaling pathway IDA, apoptotic process IEA, regulation of I-kappaB kinase/NF-kappaB signaling IBA, cellular protein-containing complex assembly IDA, programmed necrotic cell death IMP, negative regulation of apoptotic process NAS, positive regulation of NF-kappaB transcription factor activity IDA, signal transduction IDA, regulation of JNK cascade IDA, regulation of protein-containing complex assembly ISO, positive regulation of DNA-binding transcription factor activity ISO, positive regulation of I-kappaB kinase/NF-kappaB signaling IDA, positive regulation of T cell cytokine production ISO","GO:0030163, GO:0046328, GO:0046330, GO:0043123, GO:0042981, GO:0051023, GO:0043507, GO:0043122, GO:0043066, GO:0097300, GO:0032743, GO:0071732, GO:0007165, GO:0034622, GO:0051092, GO:2001238, GO:0033209, GO:0007250, GO:0051091, GO:0002726, GO:0051865, GO:0043254, GO:0070534, GO:0006915, GO:1903265, GO:0034351, GO:1903721"," Isopeptide bond,  Reference proteome, Acetylation,  Lipid-binding,  Zinc,  Alternative splicing,  Ubl conjugation, Ubl conjugation pathway,  Apoptosis,  Zinc-finger,  Transferase, Direct protein sequencing, Phosphoprotein,  Repeat,  Metal-binding,  Cytoplasm,  Coiled coil"
Q9WVH9,FT,Fibulin-5,Mus musculus (Mouse),"extracellular region TAS, collagen-containing extracellular matrix HDA, extracellular space HDA","GO:0005576, GO:0062023, GO:0005615","protein C-terminus binding ISO, integrin binding IDA, calcium ion binding IEA, protein homodimerization activity ISS","GO:0042803, GO:0005509, GO:0008022, GO:0005178","regulation of cell growth IEA, positive regulation of osteoblast proliferation IMP, regulation of removal of superoxide radicals IMP, secretion ISO, cell adhesion IEA, negative regulation of angiogenesis IMP, positive regulation of transcription by RNA polymerase II IMP, elastic fiber assembly IMP, extracellular matrix organization IDA, negative regulation of transcription by RNA polymerase II IMP, protein localization to cell surface IMP, intramembranous bone growth IMP","GO:0000122, GO:0007155, GO:0001558, GO:0016525, GO:0045944, GO:0098867, GO:0034394, GO:0033690, GO:0046903, GO:2000121, GO:0048251, GO:0030198"," Disulfide bond,  Glycoprotein,  Reference proteome,  Secreted,  Cell adhesion,  EGF-like domain, Extracellular matrix, Signal, Calcium,  Repeat"
Q91VJ2,CAVN3_MOUSE,Caveolae-associated protein 3,Mus musculus (Mouse),"cytoplasm IDA, cytosol IEA, caveola IDA, protein-containing complex ISO","GO:0005829, GO:0005737, GO:0005901, GO:0032991",protein kinase C binding IPI,GO:0005080,"cortical actin cytoskeleton organization IMP, negative regulation of protein kinase B signaling IMP, negative regulation of fermentation IMP, positive regulation of ERK1 and ERK2 cascade IMP, circadian regulation of gene expression IMP","GO:0051898, GO:0030866, GO:0032922, GO:0070374, GO:1901003","Reference proteome,  Isopeptide bond,  Phosphoprotein,  Tumor suppressor,  Ubl conjugation, Biological rhythms,  Membrane,  Cytoplasm"
Q9QZS5,SGK2_MOUSE,Serine/threonine-protein kinase Sgk2,Mus musculus (Mouse),"cytoplasm IEA, nucleoplasm ISO","GO:0005737, GO:0005654","protein threonine kinase activity IEA, protein serine kinase activity IEA, ATP binding IEA, protein serine/threonine kinase activity IBA, potassium channel regulator activity ISS","GO:0106310, GO:0004674, GO:0106311, GO:0005524, GO:0015459","intracellular signal transduction IBA, peptidyl-serine phosphorylation IBA","GO:0035556, GO:0018105"," Phosphoprotein,  Reference proteome, Nucleus, Serine/threonine-protein kinase,  ATP-binding,  Kinase,  Transferase, Alternative splicing,  Nucleotide-binding,  Cytoplasm"
Q9DBU6,RSRC1_MOUSE,Serine/Arginine-related protein 53,Mus musculus (Mouse),"cytoplasm IDA, nuclear speck IDA, nucleus IDA","GO:0005737, GO:0005634, GO:0016607",,,"response to antibiotic IDA, mRNA splicing, via spliceosome ISO, alternative mRNA splicing, via spliceosome IDA, protein phosphorylation IDA, RNA splicing ISO, nucleocytoplasmic transport IDA","GO:0006468, GO:0000380, GO:0046677, GO:0006913, GO:0000398, GO:0008380"," Nucleus,  Reference proteome,  mRNA splicing,  Cytoplasm, Phosphoprotein, Coiled coil,  mRNA processing"
Q8R3Q0,SARAF_MOUSE,Store-operated calcium entry-associated regulatory factor,Mus musculus (Mouse),"endoplasmic reticulum ISO, endoplasmic reticulum-plasma membrane contact site ISS, integral component of endoplasmic reticulum membrane ISS","GO:0140268, GO:0030176, GO:0005783",,,"calcium ion transport IEA, regulation of store-operated calcium entry ISS","GO:2001256, GO:0006816","Reference proteome,  Transmembrane helix,  Transport,  Endoplasmic reticulum,  Calcium transport, Calcium,  Transmembrane,  Membrane,  Ion transport,  Signal"
Q921T2,TOIP1_MOUSE,Torsin-1A-interacting protein 1,Mus musculus (Mouse),"nuclear membrane ISO, nucleus ISS, integral component of membrane IEA, nuclear inner membrane IEA, nuclear envelope IDA","GO:0031965, GO:0005637, GO:0005635, GO:0005634, GO:0016021","cytoskeletal protein binding ISO, ATPase activator activity ISS, lamin binding ISO, ATPase binding ISO","GO:0051117, GO:0005521, GO:0008092, GO:0001671","nuclear membrane organization IMP, positive regulation of ATPase activity ISS, protein localization to nuclear envelope IMP","GO:0071763, GO:0032781, GO:0090435"," Glycoprotein,  Isopeptide bond,  Phosphoprotein,  Reference proteome, Nucleus,  Ubl conjugation,  Transmembrane,  Membrane, Alternative splicing, Transmembrane helix,  Coiled coil"
Q91VK1,BZW2_MOUSE,Basic leucine zipper and W2 domain-containing protein 2,Mus musculus (Mouse),cytoplasm ISO,GO:0005737,,,"nervous system development IEA, cell differentiation IEA","GO:0007399, GO:0030154"," Reference proteome, Acetylation,  Differentiation,  Developmental protein,  Neurogenesis, Phosphoprotein"
A6X919,D19L1_MOUSE,Probable C-mannosyltransferase DPY19L1,Mus musculus (Mouse),"integral component of membrane IEA, nuclear inner membrane IBA","GO:0005637, GO:0016021",mannosyltransferase activity IBA,GO:0000030,protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan IBA,GO:0018406,"Reference proteome,  Phosphoprotein,  Transmembrane helix,  Transmembrane,  Transferase, Alternative splicing,  Membrane,  Glycosyltransferase"
Q91YH5,ATLA3_MOUSE,Atlastin-3,Mus musculus (Mouse),"endoplasmic reticulum ISS, endoplasmic reticulum tubular network ISS, integral component of membrane ISS, endoplasmic reticulum membrane IEA, endoplasmic reticulum tubular network membrane ISS","GO:0005783, GO:0005789, GO:0071782, GO:0016021, GO:0098826","GTPase activity IBA, identical protein binding ISS, GTP binding IBA","GO:0042802, GO:0003924, GO:0005525","protein homooligomerization ISS, endoplasmic reticulum organization ISS, Golgi organization ISS, positive regulation of endoplasmic reticulum tubular network organization ISS","GO:0007029, GO:1903373, GO:0051260, GO:0007030"," Reference proteome, Acetylation,  Endoplasmic reticulum,  GTP-binding,  Alternative splicing, Hydrolase,  Transmembrane,  Membrane,  Nucleotide-binding, Transmembrane helix"
