Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q65CL1_MOUSE,CTNA3_MOUSE,Catenin alpha-3,Mus musculus (Mouse),"cytoskeleton IEA, lamellipodium IDA, cytoplasm IEA, fascia adherens IDA, adherens junction IDA","GO:0005912, GO:0005737, GO:0005856, GO:0005916, GO:0030027","cadherin binding TAS, beta-catenin binding ISO, actin filament binding IEA","GO:0045296, GO:0051015, GO:0008013","cell-cell adhesion IDA, regulation of ventricular cardiac muscle cell action potential ISO, bundle of His cell-Purkinje myocyte adhesion involved in cell communication ISO, regulation of heart rate by cardiac conduction ISO","GO:0086073, GO:0086091, GO:0098911, GO:0098609"," Phosphoprotein, Cell adhesion,  Cytoskeleton,  Cytoplasm, Reference proteome,  Coiled coil"
O14770_MOUSE,MEIS2_HUMAN,Homeobox protein Meis2,Homo sapiens (Human),"nuclear chromatin ISA, perinuclear region of cytoplasm IEA","GO:0048471, GO:0000790","RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, DNA-binding transcription factor activity, RNA polymerase II-specific ISA, sequence-specific double-stranded DNA binding IDA, transcription factor binding ISS, DNA binding IDA, sequence-specific DNA binding IDA, DNA-binding transcription activator activity, RNA polymerase II-specific IDA","GO:0000978, GO:1990837, GO:0000981, GO:0003677, GO:0008134, GO:0043565, GO:0001228","response to growth factor IEA, negative regulation of myeloid cell differentiation ISS, embryonic pattern specification IBA, response to mechanical stimulus IEA, brain development IBA, pancreas development IEA, animal organ morphogenesis IBA, positive regulation of cell population proliferation IBA, regulation of transcription by RNA polymerase II IBA, visual learning IEA, eye development IBA, positive regulation of transcription by RNA polymerase II IDA, negative regulation of transcription by RNA polymerase II TAS, positive regulation of mitotic cell cycle IDA, positive regulation of cardiac muscle myoblast proliferation IDA","GO:0031016, GO:0110024, GO:0009612, GO:0008542, GO:0006357, GO:0070848, GO:0000122, GO:0045638, GO:0007420, GO:0008284, GO:0045931, GO:0009880, GO:0045944, GO:0001654, GO:0009887"," Alternative splicing,  Nucleus,  Homeobox,  Reference proteome, Developmental protein,  Activator, Mental retardation, Transcription regulation, 3D-structure,  Cytoplasm,  Disease mutation,  DNA-binding,  Transcription"
P10412_MOUSE,H14_HUMAN,Histone H1.4,Homo sapiens (Human),"nuclear nucleosome IEA, nuclear chromatin IBA, nuclear heterochromatin IDA, nuclear euchromatin IBA, nucleus IDA","GO:0005719, GO:0000788, GO:0005634, GO:0005720, GO:0000790","ATP binding IEA, calcium ion binding IEA, ADP binding IEA, dATP binding IEA, GTP binding IEA, RNA binding HDA, chromatin DNA binding IMP, nucleosomal DNA binding IBA, double-stranded DNA binding IBA, AMP binding IEA","GO:0016208, GO:0005509, GO:0005525, GO:0031492, GO:0043531, GO:0003723, GO:0032564, GO:0003690, GO:0005524, GO:0031490","histone H3-K27 trimethylation IEA, negative regulation of DNA recombination IBA, histone H3-K4 trimethylation IEA, nucleosome assembly IEA, regulation of transcription, DNA-templated IBA, negative regulation of transcription by RNA polymerase II IEA, negative regulation of chromatin silencing IBA, nucleosome positioning IBA, chromosome condensation IBA","GO:0045910, GO:0031936, GO:0016584, GO:0098532, GO:0080182, GO:0000122, GO:0006355, GO:0030261, GO:0006334"," Polymorphism,  Nucleus, Methylation,  Phosphoprotein,  Mental retardation,  Reference proteome, Direct protein sequencing,  Chromosome,  Citrullination,  ADP-ribosylation,  Hydroxylation, 3D-structure,  Acetylation,  DNA-binding"
Q5YLM1_MOUSE,DGLA_RAT,Diacylglycerol lipase-alpha,Rattus norvegicus (Rat),"plasma membrane ISO, integral component of postsynaptic membrane ISO, dendritic spine membrane ISS, early endosome membrane ISS, postsynaptic density membrane ISS, postsynaptic membrane ISO, varicosity ISO, dendrite membrane ISS","GO:0031901, GO:0032591, GO:0099055, GO:0098839, GO:0043196, GO:0005886, GO:0032590, GO:0045211","metal ion binding IEA, hydrolase activity ISO","GO:0046872, GO:0016787","neurogenesis ISS, regulation of neuroinflammatory response ISS, retrograde trans-synaptic signaling by endocannabinoid ISS, endocannabinoid signaling pathway ISS, diacylglycerol catabolic process ISS, G protein-coupled glutamate receptor signaling pathway ISO, arachidonic acid metabolic process ISS, neuroblast proliferation ISS, neurotransmitter biosynthetic process ISS","GO:0042136, GO:0098921, GO:0007405, GO:0022008, GO:0071926, GO:0150077, GO:0007216, GO:0019369, GO:0046340"," Hydrolase,  Lipid metabolism, Metal-binding,  Cell projection,  Phosphoprotein,  Cell junction, Calcium,  Cell membrane,  Lipid degradation,  Postsynaptic cell membrane,  Transmembrane,  Membrane, Reference proteome,  Endosome,  Synapse, Glycoprotein,  Transmembrane helix"
D3ZBN0_MOUSE,H15_RAT,Histone H1.5,Rattus norvegicus (Rat),"nuclear chromatin ISO, nucleus ISO, nuclear euchromatin IBA, nucleosome IEA, nuclear heterochromatin ISO","GO:0005719, GO:0005634, GO:0000786, GO:0005720, GO:0000790","chromatin DNA binding ISO, nucleosomal DNA binding IBA, double-stranded DNA binding IBA, histone deacetylase binding ISO, DNA binding ISO","GO:0031492, GO:0003677, GO:0003690, GO:0031490, GO:0042826","positive regulation of cell growth ISO, positive regulation of histone H3-K9 methylation ISO, negative regulation of DNA recombination IBA, chromatin organization ISO, protein stabilization ISO, nucleosome assembly IEA, regulation of transcription, DNA-templated IBA, negative regulation of chromatin silencing IBA, muscle organ development ISO, establishment of protein localization to chromatin ISO, nucleosome positioning IBA, negative regulation of transcription by RNA polymerase II ISO, chromosome condensation IBA","GO:0051574, GO:0050821, GO:0045910, GO:0006325, GO:0007517, GO:0031936, GO:0016584, GO:0071169, GO:0000122, GO:0006355, GO:0030261, GO:0030307, GO:0006334"," Nucleus,  Phosphoprotein, Acetylation,  Reference proteome,  Chromosome,  Citrullination,  Hydroxylation, Methylation,  DNA-binding"
P97610_MOUSE,SYT12_RAT,Synaptotagmin-12 {ECO:0000303|PubMed:17190793},Rattus norvegicus (Rat),"exocytic vesicle IBA, integral component of membrane IEA, plasma membrane IBA, hippocampal mossy fiber to CA3 synapse IEA, synaptic vesicle membrane IEA, presynapse IDA","GO:0016021, GO:0005886, GO:0098686, GO:0098793, GO:0070382, GO:0030672","syntaxin binding IBA, SNARE binding IBA, calcium ion binding IBA, calcium-dependent phospholipid binding IBA, phosphatidylserine binding IBA, clathrin binding IBA","GO:0005509, GO:0001786, GO:0000149, GO:0019905, GO:0030276, GO:0005544","vesicle-mediated transport IBA, regulation of calcium ion-dependent exocytosis IBA, calcium ion-regulated exocytosis of neurotransmitter IBA, cellular response to calcium ion IBA, spontaneous exocytosis of neurotransmitter IDA, calcium-ion regulated exocytosis IBA, regulation of neurotransmitter secretion NAS, long-term synaptic potentiation ISO, regulation of dopamine secretion IBA","GO:0046928, GO:0017156, GO:0014059, GO:0017158, GO:0016192, GO:0060291, GO:0071277, GO:0048791, GO:0048792"," Phosphoprotein,  Transmembrane,  Membrane,  Cytoplasmic vesicle,  Repeat, Reference proteome, Cell junction,  Synapse,  Transmembrane helix"
P20781_MOUSE,FT,Glycine receptor subunit beta,Rattus norvegicus (Rat),"synapse IDA, membrane ISO, postsynaptic membrane TAS, neuron projection IBA, glycine-gated chloride channel complex ISS, integral component of membrane TAS, integral component of plasma membrane ISS, perikaryon IEA, dendrite IEA, GABA-ergic synapse ISO, cytoplasm IEA, glycinergic synapse IDA","GO:0005887, GO:0005737, GO:0098690, GO:0043204, GO:0045202, GO:0098982, GO:0016020, GO:0016021, GO:0030425, GO:0016935, GO:0043005, GO:0045211","extracellularly glycine-gated ion channel activity IDA, transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential ISO, neurotransmitter receptor activity IBA, protein-containing complex binding IDA, transmembrane signaling receptor activity IEA, extracellularly glycine-gated chloride channel activity ISO, glycine binding IDA","GO:0016933, GO:0016594, GO:0016934, GO:0004888, GO:0030594, GO:0044877, GO:1904315","ion transport ISS, acrosome reaction ISO, signal transduction IBA, response to amino acid IBA, adult walking behavior ISO, startle response ISS, chemical synaptic transmission ISS, nervous system process IBA, regulation of membrane potential ISO, righting reflex ISO, synaptic transmission, glycinergic IDA, neuropeptide signaling pathway ISS, gamma-aminobutyric acid receptor clustering ISO, ion transmembrane transport IBA, chloride transmembrane transport ISS, nervous system development ISS, neuromuscular process ISO, visual perception ISO","GO:0007165, GO:0001964, GO:0042391, GO:0007399, GO:0050905, GO:0006811, GO:0050877, GO:0007601, GO:0043200, GO:0060012, GO:1902476, GO:0007628, GO:0097112, GO:0034220, GO:0007218, GO:0007268, GO:0060013, GO:0007340"," Receptor,  Postsynaptic cell membrane,  Signal,  Chloride,  Synapse, Glycoprotein,  Ion channel,  Cell projection,  Transmembrane,  Cell junction,  Cell membrane,  Direct protein sequencing,  Transmembrane helix, Transport, Membrane,  Cytoplasm, Reference proteome,  Ligand-gated ion channel,  Ion transport,  Phosphoprotein, 3D-structure, Chloride channel,  Disulfide bond"
O77788_MOUSE,NFM_BOVIN,Neurofilament medium polypeptide,Bos taurus (Bovine),"axon IEA, neurofilament IEA","GO:0030424, GO:0005883",structural molecule activity IEA,GO:0005198,neurofilament bundle assembly IEA,GO:0033693," Cell projection,  Phosphoprotein, Acetylation,  Reference proteome, Direct protein sequencing,  Glycoprotein,  Repeat,  Cytoskeleton,  Intermediate filament,  Cytoplasm, Methylation,  Coiled coil"
P48320_MOUSE,FT,Glutamate decarboxylase 2,Mus musculus (Mouse),"cytoplasm IDA, synapse IDA, perinuclear region of cytoplasm ISO, cytosol ISO, presynaptic membrane IEA, axon IDA, clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane TAS, inhibitory synapse ISO, cytoplasmic vesicle ISO, anchored component of membrane ISO, synaptic vesicle membrane ISO, Golgi membrane IEA","GO:0061202, GO:0000139, GO:0048471, GO:0005737, GO:0005829, GO:0031225, GO:0042734, GO:0060077, GO:0030424, GO:0030672, GO:0045202, GO:0031410","glutamate binding ISO, glutamate decarboxylase activity ISO, pyridoxal phosphate binding ISO, protein-containing complex binding ISO","GO:0016595, GO:0004351, GO:0044877, GO:0030170","neurotransmitter biosynthetic process IEA, glutamate decarboxylation to succinate ISO, response to drug IEA","GO:0006540, GO:0042136, GO:0042493"," Golgi apparatus,  Lipoprotein,  Cell projection,  Phosphoprotein, Pyridoxal phosphate,  Cell membrane,  Neurotransmitter biosynthesis,  Reference proteome,  Palmitate, Membrane, Cytoplasmic vesicle,  Lyase,  Cytoplasm,  Decarboxylase, Cell junction,  Synapse"
Q01844_MOUSE,EWS_HUMAN,RNA-binding protein EWS,Homo sapiens (Human),"nucleolus IDA, nucleoplasm IDA, nucleus IBA, plasma membrane IEA, cytoplasm IEA","GO:0005737, GO:0005634, GO:0005886, GO:0005730, GO:0005654","metal ion binding IEA, identical protein binding IPI, RNA binding HDA, calmodulin binding IEA, transcription coregulator activity IBA","GO:0042802, GO:0005516, GO:0046872, GO:0003712, GO:0003723","regulation of transcription, DNA-templated IEA",GO:0006355," Membrane,  Zinc-finger,  Acetylation,  Nucleus,  Transcription regulation,  Methylation, RNA-binding, Cell membrane,  Alternative splicing,  Calmodulin-binding,  Reference proteome,  Zinc,  Repressor, Phosphoprotein,  Chromosomal rearrangement,  Cytoplasm,  Transcription,  Proto-oncogene, Direct protein sequencing,  Repeat,  Metal-binding, 3D-structure"
P60191_MOUSE,RIMS4_MOUSE,Regulating synaptic membrane exocytosis protein 4,Mus musculus (Mouse),"synapse ISO, glutamatergic synapse ISO, synaptic membrane IDA","GO:0098978, GO:0097060, GO:0045202","ion channel binding IDA, Rab GTPase binding IEA","GO:0017137, GO:0044325","regulation of synaptic vesicle exocytosis ISS, neurotransmitter transport IEA, exocytosis IEA, regulation of membrane potential IDA, regulation of synapse organization ISO","GO:0006836, GO:0042391, GO:0050807, GO:2000300, GO:0006887"," Exocytosis,  Phosphoprotein,  Transport, Reference proteome, Cell junction,  Synapse,  Neurotransmitter transport"
P12798_MOUSE,FT,Phosphorylase b kinase regulatory subunit beta,Oryctolagus cuniculus (Rabbit),plasma membrane IEA,GO:0005886,calmodulin binding IEA,GO:0005516,glycogen metabolic process IEA,GO:0005977," Polymorphism,  Alternative splicing, Carbohydrate metabolism,  Lipoprotein,  Phosphoprotein,  Calmodulin-binding, Acetylation,  Cell membrane, Glycogen metabolism, Prenylation,  Reference proteome,  Membrane,  Direct protein sequencing"
A5A6J6_MOUSE,FT,Neuroendocrine protein 7B2,Pan troglodytes (Chimpanzee),"secretory granule IEA, extracellular region IEA","GO:0030141, GO:0005576",,,neuropeptide signaling pathway IEA,GO:0007218,"Chaperone,  Phosphoprotein,  Cleavage on pair of basic residues,  Reference proteome,  Signal, Sulfation, Neuropeptide,  Transport,  Secreted,  Disulfide bond"
P10854_MOUSE,H2B1M_MOUSE,Histone H2B type 1-M,Mus musculus (Mouse),"nucleosome IEA, nucleus ISO, nucleoplasm ISO, cytosol ISO","GO:0000786, GO:0005634, GO:0005654, GO:0005829","DNA binding IBA, protein heterodimerization activity IEA","GO:0003677, GO:0046982",nucleosome assembly IBA,GO:0006334," Nucleus, Acetylation,  Reference proteome,  Glycoprotein,  Chromosome,  Ubl conjugation,  Methylation,  ADP-ribosylation, Phosphoprotein,  Nucleosome core,  Isopeptide bond, Hydroxylation,  DNA-binding"
Q64525_MOUSE,H2B2B_MOUSE,Histone H2B type 2-B,Mus musculus (Mouse),"nucleosome IEA, nucleoplasm ISO, cytosol ISO","GO:0000786, GO:0005654, GO:0005829","DNA binding IBA, protein heterodimerization activity IEA","GO:0003677, GO:0046982",nucleosome assembly IBA,GO:0006334," Nucleus,  Phosphoprotein, Ubl conjugation, Acetylation,  Reference proteome,  Chromosome,  Hydroxylation,  Nucleosome core,  Isopeptide bond, Methylation,  DNA-binding"
A7MB80_MOUSE,GTF2I_BOVIN,General transcription factor II-I,Bos taurus (Bovine),"cytoplasm IEA, nucleus IBA","GO:0005737, GO:0005634","DNA-binding transcription factor activity IBA, DNA binding IEA","GO:0003677, GO:0003700",transcription by RNA polymerase II IEA,GO:0006366," Nucleus, Acetylation,  Reference proteome,  Ubl conjugation,  Repeat, Transcription regulation, Phosphoprotein,  Isopeptide bond,  Cytoplasm,  DNA-binding,  Transcription"
O97790_MOUSE,TBCD1_BOVIN,TBC1 domain family member 1,Bos taurus (Bovine),nucleus IEA,GO:0005634,GTPase activator activity IEA,GO:0005096,,,"GTPase activation,  Reference proteome,  Nucleus,  Phosphoprotein"
Q5ZMV7_MOUSE,WDR82_CHICK,WD repeat-containing protein 82,Gallus gallus (Chicken),"nuclear chromosome, telomeric region IEA, nucleolus IEA, chromatin IEA, PTW/PP1 phosphatase complex IEA, Set1C/COMPASS complex IBA","GO:0000785, GO:0005730, GO:0072357, GO:0000784, GO:0048188","chromatin binding IBA, histone methyltransferase activity (H3-K4 specific) IEA","GO:0003682, GO:0042800",histone H3-K4 trimethylation IBA,GO:0080182," Repeat,  Reference proteome, Nucleus,  WD repeat"
P28693_MOUSE,FT,Ephrin type-B receptor 2,Gallus gallus (Chicken),"dendrite ISS, receptor complex IBA, neuron projection IBA, axon ISS, integral component of plasma membrane ISS, plasma membrane TAS","GO:0005887, GO:0043235, GO:0005886, GO:0030425, GO:0030424, GO:0043005","transmembrane receptor protein tyrosine kinase activity IBA, ATP binding IEA, protein tyrosine kinase activity TAS, transmembrane-ephrin receptor activity ISS","GO:0005005, GO:0004714, GO:0004713, GO:0005524","transmembrane receptor protein tyrosine kinase signaling pathway IBA, positive regulation of kinase activity IBA, axon guidance ISS, multicellular organism development IBA, axonal fasciculation ISS, ephrin receptor signaling pathway ISS, angiogenesis ISS, positive regulation of synapse assembly ISS, dendritic spine development ISS, dendritic spine morphogenesis ISS, peptidyl-tyrosine phosphorylation ISS, central nervous system projection neuron axonogenesis IBA, spinothalamic tract morphogenesis IDA","GO:0060997, GO:0007169, GO:0048013, GO:0007411, GO:0060996, GO:0021963, GO:0033674, GO:0007413, GO:0021952, GO:0051965, GO:0001525, GO:0007275, GO:0018108"," Nucleotide-binding,  Alternative splicing,  Tyrosine-protein kinase,  Transmembrane,  Developmental protein,  Cell membrane,  Glycoprotein,  Receptor,  Signal,  Membrane,  Transferase, Cell projection,  Repeat,  ATP-binding, 3D-structure, Reference proteome,  Neurogenesis, Kinase, Transmembrane helix,  Disulfide bond"
P16402_MOUSE,H13_HUMAN,Histone H1.3,Homo sapiens (Human),"nucleosome IEA, nuclear chromatin IDA, nucleus IBA, nuclear euchromatin IDA","GO:0005719, GO:0005634, GO:0000790, GO:0000786","RNA binding HDA, nucleosomal DNA binding IBA, chromatin DNA binding IDA, double-stranded DNA binding IBA","GO:0031490, GO:0031492, GO:0003690, GO:0003723","histone H3-K27 trimethylation IEA, negative regulation of DNA recombination IBA, histone H3-K4 trimethylation IEA, nucleosome assembly IEA, regulation of transcription, DNA-templated IBA, negative regulation of transcription by RNA polymerase II IEA, negative regulation of chromatin silencing IBA, nucleosome positioning IBA, chromosome condensation IBA","GO:0045910, GO:0031936, GO:0016584, GO:0098532, GO:0080182, GO:0000122, GO:0006355, GO:0030261, GO:0006334"," Polymorphism,  Nucleus,  Phosphoprotein, Acetylation,  Chromosome,  Citrullination,  Hydroxylation, Reference proteome,  Direct protein sequencing, DNA-binding"
P05982_MOUSE,NQO1_RAT,NAD(P)H dehydrogenase [quinone] 1,Rattus norvegicus (Rat),"cytoplasm IDA, neuronal cell body IDA, cytosol IDA, dendrite IDA","GO:0043025, GO:0030425, GO:0005737, GO:0005829","oxidoreductase activity IBA, NAD(P)H dehydrogenase (quinone) activity IDA, identical protein binding ISO, superoxide dismutase activity IMP","GO:0042802, GO:0004784, GO:0003955, GO:0016491","cell redox homeostasis ISO, response to flavonoid IEP, cellular response to hydrogen peroxide IDA, response to amine IDA, response to testosterone IEP, NADPH oxidation IDA, negative regulation of catalytic activity ISO, response to electrical stimulus IEP, response to ethanol IEP, positive regulation of neuron apoptotic process IMP, response to organic substance IEP, response to xenobiotic stimulus IDA, response to estradiol IEP, response to hydrogen sulfide IEP, response to oxidative stress IEP, response to alkaloid IEP, response to L-glutamine IDA, aging IEP, response to organic cyclic compound IEP, response to drug IEP, response to nitrogen compound IEP, response to carbohydrate IEP, response to tetrachloromethane IEP, cellular response to metal ion IEP, response to nutrient IEP, NADH oxidation IDA, response to ischemia IEP, negative regulation of apoptotic process IDA, superoxide metabolic process IMP, response to hormone IEP","GO:0045454, GO:0043525, GO:1904844, GO:0070301, GO:0043086, GO:0009410, GO:0002931, GO:0051602, GO:0007584, GO:0009725, GO:0071248, GO:0014075, GO:0014070, GO:0032355, GO:0009743, GO:0043279, GO:1901698, GO:0070995, GO:0043066, GO:0006116, GO:1904772, GO:1905395, GO:0007568, GO:0045471, GO:0042493, GO:1904880, GO:0010033, GO:0033574, GO:0006979, GO:0006801","Flavoprotein,  Phosphoprotein,  Oxidoreductase,  Ubl conjugation,  Acetylation,  FAD,  NADP, Reference proteome, 3D-structure,  Cytoplasm,  Isopeptide bond,  Direct protein sequencing,  NAD"
O60291_MOUSE,FT,E3 ubiquitin-protein ligase MGRN1,Homo sapiens (Human),"cytoplasm IDA, cytosol IEA, extracellular exosome HDA, membrane HDA, nucleus IDA, intracellular membrane-bounded organelle IDA, plasma membrane IDA, early endosome IDA","GO:0005769, GO:0005737, GO:0005634, GO:0043231, GO:0016020, GO:0005886, GO:0070062, GO:0005829","metal ion binding IEA, ubiquitin-protein transferase activity IDA, ubiquitin protein ligase activity IBA","GO:0061630, GO:0046872, GO:0004842","negative regulation of G protein-coupled receptor signaling pathway IDA, negative regulation of cAMP-mediated signaling IDA, protein ubiquitination IBA, negative regulation of smoothened signaling pathway ISS, protein monoubiquitination IMP, protein polyubiquitination IEA, endosome to lysosome transport IMP","GO:0045879, GO:0016567, GO:0045744, GO:0043951, GO:0006513, GO:0000209, GO:0008333"," Nucleus,  Lipoprotein,  Ubl conjugation pathway,  Phosphoprotein,  Cell membrane,  Ubl conjugation, Alternative splicing,  Transferase, Membrane, Zinc,  Metal-binding, Reference proteome,  Zinc-finger,  Cytoplasm,  Endosome,  Myristate"
P0C028_MOUSE,NUD11_MOUSE,Diphosphoinositol polyphosphate phosphohydrolase 3-beta {ECO:0000305},Mus musculus (Mouse),"cytoplasm IBA, nucleus IBA, cytosol ISO","GO:0005737, GO:0005634, GO:0005829","metal ion binding IEA, endopolyphosphatase activity IBA, bis(5'-adenosyl)-hexaphosphatase activity IBA, bis(5'-adenosyl)-pentaphosphatase activity IBA, inositol diphosphate pentakisphosphate diphosphatase activity IEA, diphosphoinositol-polyphosphate diphosphatase activity IDA, inositol diphosphate tetrakisphosphate diphosphatase activity IEA, m7G(5')pppN diphosphatase activity IBA","GO:0008486, GO:0046872, GO:0050072, GO:0034431, GO:0034432, GO:0052840, GO:0052842, GO:0000298","diadenosine hexaphosphate catabolic process IBA, diphosphoinositol polyphosphate metabolic process IBA, diadenosine pentaphosphate catabolic process IBA, adenosine 5'-(hexahydrogen pentaphosphate) catabolic process IBA","GO:1901907, GO:1901911, GO:0071543, GO:1901909"," Hydrolase,  Polymorphism,  Manganese,  Magnesium,  Metal-binding, Cytoplasm, Reference proteome"
B4F721_MOUSE,NFL_XENTR,Neurofilament light polypeptide,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),"axon IEA, neurofilament IEA","GO:0030424, GO:0005883",,,axon development IEA,GO:0061564,"Intermediate filament,  Cell projection, Acetylation,  Reference proteome,  Cytoskeleton,  Cytoplasm,  Coiled coil"
A5LFV8_MOUSE,PPCEL_MACFA,Prolyl endopeptidase-like,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),"cytosol IEA, Golgi apparatus IEA, cytoskeleton IEA, nucleus IEA","GO:0005794, GO:0005634, GO:0005829, GO:0005856","peptidase activity ISS, serine-type endopeptidase activity IEA","GO:0004252, GO:0008233","Golgi to plasma membrane protein transport ISS, retrograde transport, endosome to Golgi ISS","GO:0043001, GO:0042147"," Hydrolase,  Golgi apparatus,  Nucleus,  Serine protease,  Cytoskeleton,  Protease, Cytoplasm, Reference proteome"
A3KQS4_MOUSE,MINY1_DANRE,Ubiquitin carboxyl-terminal hydrolase MINDY-1,Danio rerio (Zebrafish) (Brachydanio rerio),nucleus IBA,GO:0005634,"K48-linked polyubiquitin modification-dependent protein binding ISS, DNA-binding transcription factor activity IBA, cysteine-type peptidase activity IEA, Lys48-specific deubiquitinase activity IEA, thiol-dependent ubiquitin-specific protease activity IEA, RNA polymerase II cis-regulatory region sequence-specific DNA binding IBA","GO:0008234, GO:1990380, GO:0000978, GO:0004843, GO:0036435, GO:0003700",regulation of transcription by RNA polymerase II IBA,GO:0006357,"Ubl conjugation pathway, Hydrolase,  Thiol protease,  Reference proteome,  Protease"
P70206_MOUSE,FT,Plexin-A1,Mus musculus (Mouse),"cytosol ISO, semaphorin receptor complex IBA, membrane IDA, nucleoplasm ISO, integral component of plasma membrane IBA, plasma membrane TAS","GO:0005887, GO:0016020, GO:0005886, GO:0002116, GO:0005654, GO:0005829",semaphorin receptor activity IPI,GO:0017154,"semaphorin-plexin signaling pathway involved in axon guidance IBA, regulation of cell shape IBA, regulation of GTPase activity IBA, neuron projection extension IGI, regulation of smooth muscle cell migration IMP, dichotomous subdivision of terminal units involved in salivary gland branching IDA, positive regulation of axonogenesis IBA, negative regulation of cell adhesion IBA, neuron projection guidance IMP, regulation of cell migration IBA","GO:0008360, GO:0097485, GO:0050772, GO:0043087, GO:1990138, GO:0060666, GO:0014910, GO:1902287, GO:0030334, GO:0007162"," Transmembrane,  Cell membrane,  Glycoprotein,  Reference proteome,  Signal, Membrane,  Repeat, 3D-structure,  Coiled coil, Transmembrane helix,  Disulfide bond"
Q5RAG7_MOUSE,XCT_PONAB,Cystine/glutamate transporter,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),integral component of membrane IEA,GO:0016021,transmembrane transporter activity IEA,GO:0022857,amino acid transport IEA,GO:0006865," Transmembrane, Transport,  Reference proteome,  Glycoprotein,  Membrane, Phosphoprotein, Amino-acid transport,  Transmembrane helix,  Disulfide bond"
Q1LZA7_MOUSE,LIMD2_BOVIN,LIM domain-containing protein 2 {ECO:0000305},Bos taurus (Bovine),"cytosol IEA, nucleoplasm IEA","GO:0005654, GO:0005829",metal ion binding IEA,GO:0046872,,," LIM domain,  Nucleus, Acetylation,  Zinc,  Metal-binding,  Cytoplasm, Reference proteome"
Q49LS1_MOUSE,XKR7_PANTR,XK-related protein 7,Pan troglodytes (Chimpanzee),"membrane IBA, integral component of membrane IEA, plasma membrane IBA","GO:0016020, GO:0016021, GO:0005886",,,"apoptotic process involved in development IBA, engulfment of apoptotic cell IBA, phosphatidylserine exposure on apoptotic cell surface IBA","GO:1902742, GO:0043652, GO:0070782"," Transmembrane,  Reference proteome,  Transmembrane helix, Membrane"
A6QLY4_MOUSE,ISOC1_BOVIN,Isochorismatase domain-containing protein 1,Bos taurus (Bovine),cytoplasm IBA,GO:0005737,,,,," Reference proteome, Phosphoprotein"
Q96P50_MOUSE,ACAP3_HUMAN,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3",Homo sapiens (Human),growth cone IEA,GO:0030426,"GTPase activator activity IEA, metal ion binding IEA","GO:0005096, GO:0046872","neuron migration IEA, regulation of neuron projection development IEA","GO:0010975, GO:0001764"," ANK repeat, Alternative splicing,  Zinc,  Repeat,  Metal-binding,  Zinc-finger, Reference proteome,  GTPase activation"
Q9WU63_MOUSE,HEBP2_MOUSE,Heme-binding protein 2,Mus musculus (Mouse),"mitochondrion ISO, cytoplasm IDA","GO:0005739, GO:0005737",heme binding IBA,GO:0020037,"positive regulation of necrotic cell death ISO, negative regulation of mitochondrial membrane potential ISO, positive regulation of mitochondrial membrane permeability ISO","GO:0035794, GO:0010917, GO:0010940"," Phosphoprotein, Acetylation,  Reference proteome,  Cytoplasm,  Mitochondrion"
Q3SZ48_MOUSE,PP4P2_BOVIN,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",Bos taurus (Bovine),"late endosome membrane ISS, integral component of membrane IEA, plasma membrane ISS, phagocytic vesicle membrane ISS, lysosomal membrane IEA","GO:0005765, GO:0016021, GO:0005886, GO:0031902, GO:0030670","phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity IEA",GO:0034597,"negative regulation of phagocytosis ISS, phosphatidylinositol dephosphorylation ISS","GO:0050765, GO:0046856"," Hydrolase,  Phosphoprotein,  Transmembrane,  Reference proteome,  Lysosome,  Cytoplasmic vesicle, Membrane,  Endosome, Cell membrane, Transmembrane helix"
Q99020_MOUSE,ROAA_MOUSE,Heterogeneous nuclear ribonucleoprotein A/B,Mus musculus (Mouse),"cytoplasm IDA, nucleoplasm ISO, ribonucleoprotein complex ISS, presynaptic cytosol IDA, nucleus IDA, RNA polymerase II transcription regulator complex IDA","GO:0005737, GO:0099523, GO:0005634, GO:0090575, GO:1990904, GO:0005654","RNA binding IPI, sequence-specific double-stranded DNA binding IBA","GO:1990837, GO:0003723","positive regulation of transcription, DNA-templated IDA, epithelial to mesenchymal transition IDA, negative regulation of transcription by RNA polymerase II IGI","GO:0001837, GO:0045893, GO:0000122"," Nucleus,  Transcription regulation,  Phosphoprotein, Ubl conjugation, Acetylation,  Reference proteome, Repeat,  Methylation,  RNA-binding, Isopeptide bond,  Repressor,  Cytoplasm,  Direct protein sequencing,  DNA-binding,  Transcription"
