Uniprot Entry,Accession Name,Name,Organism,GO Cellular Components,GO ID CC,GO Molecular Function,GO ID MF,GO Biological Process,GO ID BP,Keywords
Q8CGU1,CACO1_MOUSE,Calcium-binding and coiled-coil domain-containing protein 1,Mus musculus (Mouse),"intracellular membrane-bounded organelle ISO, cytosol ISO, nuclear chromatin IDA, nucleus ISO","GO:0005829, GO:0005634, GO:0000790, GO:0043231","nuclear receptor transcription coactivator activity ISO, beta-catenin binding ISO, transcription coregulator activity ISO, transcription regulatory region sequence-specific DNA binding ISO, transcription coactivator activity IDA, RNA polymerase II cis-regulatory region sequence-specific DNA binding ISS, protein C-terminus binding ISO, chromatin binding IDA, armadillo repeat domain binding ISO, sequence-specific DNA binding ISO, metal ion binding IEA","GO:0046872, GO:0000978, GO:0003682, GO:0008013, GO:0070016, GO:0008022, GO:0043565, GO:0000976, GO:0003713, GO:0030374, GO:0003712","intracellular steroid hormone receptor signaling pathway IDA, Wnt signaling pathway IEA, positive regulation of gene expression ISO, signal transduction IDA, positive regulation of transcription, DNA-templated ISO, positive regulation of transcription by RNA polymerase II IDA","GO:0030518, GO:0045893, GO:0010628, GO:0045944, GO:0016055, GO:0007165"," Transcription,  Transcription regulation,  Nucleus, Activator, Wnt signaling pathway, Reference proteome,  Cytoplasm,  Zinc-finger,  Coiled coil,  Zinc,  Metal-binding,  Phosphoprotein"
Q8VDF4,EP400_MOUSE,E1A-binding protein p400,Mus musculus (Mouse),"nuclear speck IDA, Swr1 complex ISS, nucleus ISO, NuA4 histone acetyltransferase complex ISS","GO:0005634, GO:0016607, GO:0035267, GO:0000812","helicase activity IEA, chromatin binding ISO, ATP binding IEA, protein antigen binding ISO, DNA binding IEA","GO:1990405, GO:0003682, GO:0004386, GO:0005524, GO:0003677","histone H4 acetylation ISS, histone H2A acetylation ISS","GO:0043967, GO:0043968"," Chromatin regulator,  DNA-binding,  Phosphoprotein,  Helicase,  Nucleus, Direct protein sequencing, Acetylation, Nucleotide-binding,  Reference proteome,  ATP-binding,  Alternative splicing,  Hydrolase"
Q8CHR6,DPYD_MOUSE,Dihydropyrimidine dehydrogenase [NADP(+)],Mus musculus (Mouse),"cytoplasm ISS, cytosol IDA","GO:0005829, GO:0005737","uracil binding ISO, identical protein binding ISO, dihydrouracil dehydrogenase (NAD+) activity ISO, NADP binding ISO, FAD binding ISO, 4 iron, 4 sulfur cluster binding IEA, iron ion binding ISO, protein homodimerization activity ISO, iron-sulfur cluster binding IBA, dihydropyrimidine dehydrogenase (NADP+) activity IDA","GO:0002058, GO:0042802, GO:0051536, GO:0051539, GO:0050661, GO:0005506, GO:0042803, GO:0017113, GO:0071949, GO:0004159","circadian rhythm ISO, response to organic cyclic compound ISO, beta-alanine biosynthetic process IEA, thymine catabolic process ISO, uracil catabolic process ISS, uracil metabolic process ISO, purine nucleobase catabolic process ISO, thymidine catabolic process ISS, response to drug ISO, pyrimidine nucleobase catabolic process IDA, response to nutrient ISO","GO:0006208, GO:0014070, GO:0042493, GO:0006145, GO:0006210, GO:0019483, GO:0019860, GO:0007584, GO:0006214, GO:0006212, GO:0007623"," FAD,  NADP,  Acetylation,  Oxidoreductase, Metal-binding,  Flavoprotein,  Phosphoprotein,  Nucleotide-binding, Reference proteome,  Cytoplasm,  Repeat,  FMN, 4Fe-4S,  Iron,  Iron-sulfur"
Q8CHW4,EI2BE_MOUSE,Translation initiation factor eIF-2B subunit epsilon,Mus musculus (Mouse),"cytoplasm IDA, eukaryotic translation initiation factor 2B complex ISS, cytosol ISO, nucleus IDA","GO:0005829, GO:0005851, GO:0005634, GO:0005737","translation initiation factor activity IBA, translation initiation factor binding ISO, guanyl-nucleotide exchange factor activity ISO","GO:0005085, GO:0003743, GO:0031369","response to lithium ion IEA, response to glucose ISS, response to heat ISS, positive regulation of translation ISO, T cell receptor signaling pathway ISS, translational initiation ISS, oligodendrocyte development ISS, astrocyte development ISS, response to peptide hormone ISS, positive regulation of apoptotic process ISO, response to endoplasmic reticulum stress ISS, aging ISO, myelination ISS, hippocampus development IEA, positive regulation of translational initiation ISS, ovarian follicle development ISS, astrocyte differentiation ISS","GO:0006413, GO:0009749, GO:0014002, GO:0007568, GO:0050852, GO:0048708, GO:0045948, GO:0014003, GO:0045727, GO:0034976, GO:0009408, GO:0010226, GO:0043434, GO:0042552, GO:0021766, GO:0043065, GO:0001541","Protein biosynthesis,  Methylation, Initiation factor,  Reference proteome,  Isopeptide bond,  Ubl conjugation,  Phosphoprotein"
Q8K0L0,ASB2_MOUSE,Ankyrin repeat and SOCS box protein 2,Mus musculus (Mouse),"ubiquitin ligase complex ISO, Cul5-RING ubiquitin ligase complex IDA","GO:0000151, GO:0031466",ubiquitin protein ligase activity IEA,GO:0061630,"ubiquitin-dependent protein catabolic process IDA, myoblast differentiation IMP, protein ubiquitination ISO, skeletal muscle cell differentiation IMP, intracellular signal transduction IEA, protein polyubiquitination IDA","GO:0045445, GO:0035914, GO:0035556, GO:0016567, GO:0006511, GO:0000209","Alternative splicing,  Reference proteome,  Repeat,  ANK repeat, Ubl conjugation pathway"
Q8K2L8,TPC12_MOUSE,Trafficking protein particle complex subunit 12 {ECO:0000305},Mus musculus (Mouse),"endoplasmic reticulum-Golgi intermediate compartment IEA, perinuclear region of cytoplasm IEA, TRAPP complex ISO, Golgi apparatus ISO, kinetochore ISS, nucleoplasm ISO, nucleus ISS","GO:0030008, GO:0005794, GO:0000776, GO:0005793, GO:0005634, GO:0005654, GO:0048471",endopeptidase activity IBA,GO:0004175,"metaphase plate congression ISS, positive regulation of protein localization to kinetochore ISS, Golgi organization ISO, regulation of kinetochore assembly ISS, endoplasmic reticulum to Golgi vesicle-mediated transport ISO","GO:1905342, GO:0090234, GO:0007030, GO:0051310, GO:0006888","TPR repeat,  Nucleus,  Transport,  Reference proteome,  Repeat, ER-Golgi transport,  Phosphoprotein"
Q8K387,UBP45_MOUSE,Ubiquitin carboxyl-terminal hydrolase 45,Mus musculus (Mouse),"photoreceptor inner segment ISS, nucleus ISO, cytoplasm ISO","GO:0005634, GO:0001917, GO:0005737","cysteine-type peptidase activity IEA, thiol-dependent ubiquitin-specific protease activity ISO, zinc ion binding IEA","GO:0008234, GO:0008270, GO:0004843","photoreceptor cell maintenance IMP, ubiquitin-dependent protein catabolic process IEA, protein deubiquitination ISO, DNA repair ISO","GO:0045494, GO:0006281, GO:0016579, GO:0006511"," Protease,  Nucleus, Phosphoprotein, Alternative splicing,  Reference proteome,  Cytoplasm,  Thiol protease,  Zinc-finger,  Zinc,  Metal-binding,  Hydrolase, Ubl conjugation pathway"
Q8K4E0,ALMS1_MOUSE,Alstrom syndrome protein 1 homolog,Mus musculus (Mouse),"centrosome ISO, ciliary basal body ISO, cytosol IBA, spindle pole IEA, centriole ISO","GO:0036064, GO:0005813, GO:0005814, GO:0000922, GO:0005829","alpha-actinin binding IPI, microtubule binding IBA","GO:0008017, GO:0051393","retinal rod cell development IMP, epithelial cell proliferation IMP, cholesterol homeostasis IMP, glucose homeostasis IMP, negative regulation of multicellular organism growth IMP, cilium assembly IMP, ovulation IMP, sensory perception of sound IMP, regulation of centriole replication IBA, inner ear receptor cell stereocilium organization IMP, cellular glucose homeostasis ISO, positive regulation of cold-induced thermogenesis IMP, endosomal transport ISO, calcium-mediated signaling IMP, negative regulation of apoptotic process IMP, regulation of stress fiber assembly ISO, establishment of planar polarity IMP, lipid metabolic process IMP, regulation of fat cell differentiation IMP, spermatid development IMP","GO:0001678, GO:0050673, GO:0007286, GO:0042632, GO:0006629, GO:0007605, GO:0030728, GO:0045598, GO:0051492, GO:0040015, GO:0060271, GO:0016197, GO:0042593, GO:0046599, GO:0046548, GO:0001736, GO:0060122, GO:0019722, GO:0120162, GO:0043066"," Cytoskeleton, Phosphoprotein, Alternative splicing,  Cell projection,  Reference proteome,  Cytoplasm,  Repeat,  Cilium"
Q8K4P8,HECW1_MOUSE,E3 ubiquitin-protein ligase HECW1,Mus musculus (Mouse),"cytoplasm IBA, cytosol ISO","GO:0005829, GO:0005737",ubiquitin protein ligase activity IBA,GO:0061630,"ubiquitin-dependent protein catabolic process IBA, positive regulation of protein catabolic process IBA, proteasome-mediated ubiquitin-dependent protein catabolic process IBA, protein polyubiquitination IBA, negative regulation of sodium ion transmembrane transporter activity IBA, regulation of dendrite morphogenesis IBA, protein ubiquitination IBA","GO:0048814, GO:0016567, GO:2000650, GO:0043161, GO:0006511, GO:0000209, GO:0045732"," Ubl conjugation pathway,  Transferase, Alternative splicing, Reference proteome,  Cytoplasm,  Repeat,  Coiled coil,  Phosphoprotein"
Q8K5A4,FT,Ras-like protein family member 10A,Mus musculus (Mouse),"nucleolus IEA, plasma membrane IEA","GO:0005886, GO:0005730","GTPase activity IEA, GTP binding IEA","GO:0005525, GO:0003924",signal transduction IEA,GO:0007165," Methylation, Cell membrane,  Lipoprotein,  Nucleus, Tumor suppressor,  Reference proteome, Nucleotide-binding,  Prenylation,  GTP-binding,  Hydrolase,  Membrane"
Q8R035,ICT1_MOUSE,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",Mus musculus (Mouse),"mitochondrion HDA, mitochondrial large ribosomal subunit ISS","GO:0005762, GO:0005739","aminoacyl-tRNA hydrolase activity ISS, translation release factor activity, codon nonspecific ISS","GO:0004045, GO:0016150",mitochondrial translational termination ISS,GO:0070126,"Protein biosynthesis,  Transit peptide,  Ribonucleoprotein,  Mitochondrion,  Reference proteome, 3D-structure, Ribosomal protein,  Alternative splicing,  Hydrolase"
Q8R066,C1QT4_MOUSE,Complement C1q tumor necrosis factor-related protein 4,Mus musculus (Mouse),extracellular space ISO,GO:0005615,cytokine activity IEA,GO:0005125,"positive regulation of tumor necrosis factor secretion ISO, positive regulation of NIK/NF-kappaB signaling ISO, positive regulation of interleukin-6-mediated signaling pathway ISO, positive regulation of interleukin-6 production ISO","GO:0032755, GO:1901224, GO:1904469, GO:0070105"," Signal,  Reference proteome,  Repeat, Cytokine,  Secreted"
Q8R0G9,NU133_MOUSE,Nuclear pore complex protein Nup133,Mus musculus (Mouse),"nuclear pore IDA, nuclear membrane ISO, nuclear pore outer ring ISS, condensed chromosome outer kinetochore IEA","GO:0000940, GO:0005643, GO:0031080, GO:0031965",structural constituent of nuclear pore ISS,GO:0017056,"neural tube development IMP, protein import into nucleus IBA, somite development IMP, paraxial mesoderm development IMP, neurogenesis IMP, mRNA export from nucleus ISS, RNA export from nucleus IBA, transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery IBA, nuclear pore organization ISO, regulation of transcription, DNA-templated IBA, nuclear pore distribution IBA, nephron development ISS","GO:0021915, GO:0061053, GO:0006406, GO:0006405, GO:0031081, GO:0006999, GO:0022008, GO:0006355, GO:0000972, GO:0048339, GO:0072006, GO:0006606","mRNA transport, Protein transport,  Translocation,  Methylation,  Centromere,  Nucleus,  Kinetochore,  Transport, Acetylation,  Reference proteome,  Nuclear pore complex,  Chromosome,  Phosphoprotein"
Q8R0J7,VP37B_MOUSE,Vacuolar protein sorting-associated protein 37B,Mus musculus (Mouse),"midbody ISO, plasma membrane ISO, intracellular membrane-bounded organelle IBA, ESCRT I complex ISS, endosome ISO, endosome membrane ISO, late endosome membrane IEA, cytoplasm ISO","GO:0031902, GO:0000813, GO:0005737, GO:0030496, GO:0005886, GO:0043231, GO:0010008, GO:0005768",calcium-dependent protein binding ISO,GO:0048306,"endosome transport via multivesicular body sorting pathway IEA, protein targeting to vacuole IBA, positive regulation of viral release from host cell ISO, protein targeting to membrane IBA, positive regulation of viral budding via host ESCRT complex ISO, ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway IBA","GO:0032509, GO:0043162, GO:1903774, GO:1902188, GO:0006623, GO:0006612","Endosome,  Transport,  Reference proteome,  Protein transport,  Membrane"
Q8R0L1,STAP2_MOUSE,Signal-transducing adaptor protein 2,Mus musculus (Mouse),"cytoplasm IEA, plasma membrane IDA","GO:0005886, GO:0005737",signaling adaptor activity IEA,GO:0035591,,," SH2 domain, Alternative splicing, Reference proteome,  Cytoplasm,  Coiled coil,  Phosphoprotein,  Membrane"
Q8R1B0,STAC2_MOUSE,SH3 and cysteine-rich domain-containing protein 2,Mus musculus (Mouse),"extrinsic component of cytoplasmic side of plasma membrane IDA, cytosol IEA, sarcolemma IEA","GO:0005829, GO:0042383, GO:0031234",metal ion binding IEA,GO:0046872,"skeletal muscle contraction IBA, positive regulation of voltage-gated calcium channel activity IMP, intracellular signal transduction IEA, positive regulation of protein localization to plasma membrane IMP","GO:1903078, GO:1901387, GO:0035556, GO:0003009","Cell membrane, Reference proteome,  Cytoplasm,  Repeat,  Zinc-finger,  Zinc,  Metal-binding,  Phosphoprotein,  SH3 domain,  Membrane"
Q8R1B8,RORB_MOUSE,Nuclear receptor ROR-beta,Mus musculus (Mouse),"nucleoplasm ISS, nucleus IDA","GO:0005634, GO:0005654","zinc ion binding IEA, DNA-binding transcription factor activity IDA, melatonin receptor activity ISO, DNA-binding transcription activator activity, RNA polymerase II-specific IDA, nuclear receptor activity IEA, sequence-specific double-stranded DNA binding ISO, RNA polymerase II cis-regulatory region sequence-specific DNA binding IDA, transcription factor binding IPI, sequence-specific DNA binding IDA","GO:0003700, GO:1990837, GO:0004879, GO:0000978, GO:0008270, GO:0008134, GO:0043565, GO:0001228, GO:0008502","retinal rod cell development IMP, negative regulation of osteoblast differentiation IDA, amacrine cell differentiation IMP, retina development in camera-type eye IMP, rhythmic process IEA, negative regulation of transcription, DNA-templated ISS, eye photoreceptor cell development IMP, regulation of circadian rhythm IMP, retinal cone cell development IDA, positive regulation of transcription, DNA-templated IDA, positive regulation of transcription by RNA polymerase II IDA, visual perception IEA, cellular response to retinoic acid ISS","GO:0035881, GO:0045668, GO:0046549, GO:0045893, GO:0042752, GO:0007601, GO:0048511, GO:0045944, GO:0045892, GO:0046548, GO:0042462, GO:0071300, GO:0060041","Transcription regulation,  DNA-binding,  Transcription,  Receptor,  Alternative promoter usage,  Nucleus, Activator, Reference proteome,  Biological rhythms,  Vision,  Zinc-finger, Developmental protein,  Zinc,  Metal-binding,  Sensory transduction"
Q8R2G6,CCD80_MOUSE,Coiled-coil domain-containing protein 80,Mus musculus (Mouse),"extracellular matrix IDA, interstitial matrix IDA, basement membrane IDA","GO:0005604, GO:0031012, GO:0005614","glycosaminoglycan binding IDA, heparin binding IDA, fibronectin binding IDA","GO:0008201, GO:0005539, GO:0001968","response to bacterium IEP, positive regulation of cell-substrate adhesion IDA, extracellular matrix organization IDA","GO:0010811, GO:0030198, GO:0009617"," Extracellular matrix,  Signal, Phosphoprotein,  Glycoprotein,  Reference proteome,  Isopeptide bond, Coiled coil,  Ubl conjugation,  Secreted"
Q8R2Y8,PTH2_MOUSE,"Peptidyl-tRNA hydrolase 2, mitochondrial",Mus musculus (Mouse),"cytosol ISO, mitochondrion HDA","GO:0005829, GO:0005739",aminoacyl-tRNA hydrolase activity ISO,GO:0004045,"negative regulation of anoikis ISO, positive regulation of anoikis ISO, negative regulation of gene expression ISO","GO:2000811, GO:2000210, GO:0010629","Hydrolase,  Mitochondrion,  Reference proteome, Transit peptide,  Isopeptide bond,  Ubl conjugation"
Q8R3L0,MMGT2_MOUSE,Membrane magnesium transporter 2 {ECO:0000312|EMBL:ABS87352.1},Mus musculus (Mouse),"ER membrane protein complex IBA, plasma membrane IDA, Golgi membrane TAS, early endosome membrane IEA, early endosome IDA, Golgi apparatus IDA","GO:0031901, GO:0005794, GO:0005769, GO:0072546, GO:0005886, GO:0000139","magnesium ion transmembrane transporter activity IDA, cobalt ion transmembrane transporter activity IDA, nickel cation transmembrane transporter activity IDA, inorganic cation transmembrane transporter activity IDA, copper ion transmembrane transporter activity IDA, manganese ion transmembrane transporter activity IDA","GO:0015087, GO:0022890, GO:0015095, GO:0005375, GO:0015099, GO:0005384","nickel cation transport IDA, magnesium ion transport IDA, cation transport IDA, cobalt ion transport IDA, copper ion transport IDA, manganese ion transport IDA","GO:0015693, GO:0006824, GO:0006812, GO:0006825, GO:0015675, GO:0006828","Transmembrane,  Magnesium,  Transmembrane helix, Endosome,  Transport,  Reference proteome,  Golgi apparatus,  Membrane"
Q8R5G7,ARAP3_MOUSE,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",Mus musculus (Mouse),"cytoplasm IDA, plasma membrane IEA, ruffle IDA, lamellipodium IDA, cytoskeleton IEA","GO:0005737, GO:0005856, GO:0005886, GO:0001726, GO:0030027","GTPase activator activity IDA, phosphatidylinositol-3,4,5-trisphosphate binding ISO, phosphatidylinositol-3,4-bisphosphate binding ISO","GO:0005547, GO:0005096, GO:0043325","negative regulation of Rho protein signal transduction IDA, regulation of cell shape IDA, negative regulation of cell migration IDA, signal transduction IEA, negative regulation of Rac protein signal transduction IDA","GO:0008360, GO:0030336, GO:0035021, GO:0035024, GO:0007165"," Cell membrane, Alternative splicing,  GTPase activation,  Cell projection, Reference proteome,  Cytoplasm,  Repeat, Cytoskeleton,  Phosphoprotein,  Membrane"
Q8VEK0,FT,Cell cycle control protein 50A {ECO:0000305},Mus musculus (Mouse),"integral component of membrane IEA, apical plasma membrane IEA, plasma membrane ISO, Golgi apparatus IBA, membrane IBA, endoplasmic reticulum ISO, transport vesicle membrane IEA","GO:0016324, GO:0005794, GO:0016020, GO:0005886, GO:0005783, GO:0016021, GO:0030658",aminophospholipid flippase activity ISO,GO:0015247,"drug transmembrane transport ISO, positive regulation of protein exit from endoplasmic reticulum ISO, positive regulation of neuron projection development IDA, aminophospholipid transport ISO, phospholipid translocation IMP, protein localization to endosome ISO","GO:0015917, GO:0036010, GO:0045332, GO:0070863, GO:0006855, GO:0010976"," Transmembrane helix,  Transmembrane,  Cell membrane, Reference proteome,  Transport, Acetylation,  Golgi apparatus,  Lipid transport,  Disulfide bond,  Cytoplasmic vesicle, Glycoprotein,  Membrane"
Q91W18,TDRD3_MOUSE,Tudor domain-containing protein 3,Mus musculus (Mouse),"exon-exon junction complex IEA, cytosol ISO, Golgi apparatus ISO, nucleoplasm ISO, nucleus ISS","GO:0005794, GO:0005634, GO:0005654, GO:0005829, GO:0035145","chromatin binding ISS, methylated histone binding ISS, transcription coactivator activity ISS, RNA binding IEA","GO:0003713, GO:0035064, GO:0003723, GO:0003682","chromatin organization IEA, mRNA processing IEA","GO:0006397, GO:0006325"," Chromatin regulator,  Phosphoprotein,  Nucleus, Isopeptide bond,  Reference proteome,  Cytoplasm, 3D-structure,  Alternative splicing, Ubl conjugation"
Q91W90,FT,Thioredoxin domain-containing protein 5,Mus musculus (Mouse),endoplasmic reticulum lumen IDA,GO:0005788,protein disulfide isomerase activity IEA,GO:0003756,apoptotic cell clearance IBA,GO:0043277,"Redox-active center,  Endoplasmic reticulum,  Signal, Direct protein sequencing,  Reference proteome,  Disulfide bond,  Repeat"
Q91WC9,DGLB_MOUSE,Diacylglycerol lipase-beta {ECO:0000303|PubMed:31991095},Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane ISS, postsynaptic membrane IBA, nucleoplasm ISO","GO:0005886, GO:0045211, GO:0016021, GO:0005654","triglyceride lipase activity IDA, metal ion binding IEA, lipase activity IDA","GO:0046872, GO:0016298, GO:0004806","neurotransmitter biosynthetic process IMP, endocannabinoid signaling pathway IBA, positive regulation of triglyceride catabolic process IDA, prostaglandin biosynthetic process IMP, lipid catabolic process IEA, G protein-coupled glutamate receptor signaling pathway IBA, neurogenesis IMP, retrograde trans-synaptic signaling by endocannabinoid IBA, icosanoid metabolic process IMP, arachidonic acid metabolic process IDA, neuroblast proliferation IMP, regulation of inflammatory response IMP","GO:0042136, GO:0001516, GO:0007216, GO:0016042, GO:0007405, GO:0019369, GO:0050727, GO:0098921, GO:0006690, GO:0010898, GO:0071926, GO:0022008","Membrane, Calcium,  Lipid degradation, Transmembrane helix,  Transmembrane,  Cell membrane,  Lipid metabolism,  Reference proteome,  Metal-binding,  Phosphoprotein,  Hydrolase"
Q91WM6,EVA1A_MOUSE,Protein eva-1 homolog A,Mus musculus (Mouse),"integral component of membrane IEA, intracellular membrane-bounded organelle ISO, lysosomal membrane IEA, plasma membrane ISO, endoplasmic reticulum membrane IEA","GO:0005765, GO:0005789, GO:0005886, GO:0043231, GO:0016021",,,"autophagy IEA, apoptotic process IEA","GO:0006914, GO:0006915"," Lysosome,  Transmembrane helix,  Autophagy,  Endoplasmic reticulum, Phosphoprotein,  Transmembrane, Apoptosis,  Reference proteome,  Membrane"
Q91XF4,RN167_MOUSE,E3 ubiquitin-protein ligase RNF167,Mus musculus (Mouse),"integral component of membrane IEA, endomembrane system IEA, cytoplasm ISO","GO:0012505, GO:0016021, GO:0005737","ubiquitin-protein transferase activity ISO, zinc ion binding IEA, ubiquitin protein ligase activity IBA","GO:0008270, GO:0061630, GO:0004842","protein polyubiquitination ISO, ubiquitin-dependent protein catabolic process IBA, negative regulation of cell cycle ISO","GO:0006511, GO:0045786, GO:0000209"," Ubl conjugation, Transferase,  Transmembrane helix,  Signal,  Transmembrane,  Reference proteome, Ubl conjugation pathway,  Zinc-finger, Glycoprotein,  Zinc,  Metal-binding,  Membrane"
Q91Z83,MYH7_MOUSE,Myosin-7,Mus musculus (Mouse),"cytoplasm IDA, sarcomere ISS, stress fiber IDA, myosin filament ISS, myosin complex IDA, muscle myosin complex ISO, Z disc IDA, myofibril IDA","GO:0030016, GO:0005737, GO:0001725, GO:0016459, GO:0030017, GO:0005859, GO:0032982, GO:0030018","identical protein binding ISO, ATPase activity ISO, actin filament binding IEA, actin-dependent ATPase activity ISO, protein-containing complex binding ISO, ATP binding ISO, microfilament motor activity ISO, calmodulin binding IEA","GO:0042802, GO:0005524, GO:0051015, GO:0044877, GO:0005516, GO:0016887, GO:0030898, GO:0000146","transition between fast and slow fiber IDA, muscle filament sliding ISO, regulation of slow-twitch skeletal muscle fiber contraction ISO, cardiac muscle contraction ISO, regulation of heart rate ISO, muscle contraction ISO, regulation of the force of skeletal muscle contraction ISO, striated muscle contraction ISO, ventricular cardiac muscle tissue morphogenesis ISO, cardiac muscle hypertrophy in response to stress IDA, regulation of the force of heart contraction ISO, ATP metabolic process ISO, skeletal muscle contraction ISO, adult heart development ISO","GO:0006941, GO:0002027, GO:0031449, GO:0046034, GO:0002026, GO:0055010, GO:0003009, GO:0006936, GO:0060048, GO:0014898, GO:0030049, GO:0007512, GO:0014883, GO:0014728"," Thick filament, Actin-binding, Phosphoprotein,  Muscle protein,  Motor protein, Methylation,  Nucleotide-binding,  Reference proteome,  Cytoplasm,  Calmodulin-binding,  ATP-binding,  Coiled coil,  Myosin"
Q91ZI0,FT,Cadherin EGF LAG seven-pass G-type receptor 3,Mus musculus (Mouse),"integral component of membrane IEA, plasma membrane IEA","GO:0005886, GO:0016021","calcium ion binding IEA, G protein-coupled receptor activity IEA","GO:0005509, GO:0004930","dopaminergic neuron axon guidance IMP, cell-cell adhesion IBA, serotonergic neuron axon guidance IMP, neuron migration IMP, homophilic cell adhesion via plasma membrane adhesion molecules IEA, regulation of protein localization IGI, regulation of protein phosphorylation IMP, axonal fasciculation IMP, cilium assembly IGI, planar cell polarity pathway involved in axon guidance IMP","GO:0032880, GO:0007156, GO:0098609, GO:0007413, GO:0060271, GO:1904938, GO:0001932, GO:0001764, GO:0036515, GO:0036514","Calcium,  Hydroxylation,  Transducer, EGF-like domain,  Receptor, Transmembrane helix,  Signal,  Cell membrane,  G-protein coupled receptor,  Transmembrane,  Glycoprotein, Reference proteome, Laminin EGF-like domain,  Disulfide bond,  Repeat,  Developmental protein,  Phosphoprotein,  Membrane"
Q920M7,SYT17_MOUSE,Synaptotagmin-17,Mus musculus (Mouse),"trans-Golgi network IDA, presynapse IEA, plasma membrane IBA, exocytic vesicle IBA","GO:0070382, GO:0005886, GO:0098793, GO:0005802","calcium ion binding IBA, clathrin binding IBA, syntaxin binding IBA, phosphatidylserine binding IBA, calcium-dependent phospholipid binding IBA, SNARE binding IBA","GO:0005509, GO:0019905, GO:0000149, GO:0030276, GO:0001786, GO:0005544","cellular response to calcium ion IBA, calcium ion-regulated exocytosis of neurotransmitter IBA, regulation of dopamine secretion IBA, calcium-ion regulated exocytosis IBA, positive regulation of dendrite extension ISO, regulation of calcium ion-dependent exocytosis IBA, vesicle-mediated transport IBA","GO:0017158, GO:0071277, GO:0016192, GO:1903861, GO:0017156, GO:0048791, GO:0014059","Differentiation,  Reference proteome,  Repeat,  Phosphoprotein,  Membrane"
Q922H4,GMPPA_MOUSE,Mannose-1-phosphate guanyltransferase alpha,Mus musculus (Mouse),cytoplasm IEA,GO:0005737,nucleotidyltransferase activity IEA,GO:0016779,biosynthetic process IEA,GO:0009058,"Cytoplasm,  Reference proteome"
Q922Q1,MARC2_MOUSE,Mitochondrial amidoxime reducing component 2,Mus musculus (Mouse),"mitochondrial outer membrane IEA, peroxisome IEA, mitochondrion IDA, mitochondrial inner membrane HDA","GO:0005743, GO:0005741, GO:0005739, GO:0005777","nitrate reductase activity ISO, molybdopterin cofactor binding ISO, pyridoxal phosphate binding IEA, molybdenum ion binding ISO","GO:0043546, GO:0030170, GO:0030151, GO:0008940","nitrate metabolic process ISO, oxidation-reduction process ISO","GO:0055114, GO:0042126"," Oxidoreductase,  Transit peptide,  Peroxisome,  Molybdenum,  Mitochondrion, Reference proteome, Acetylation, Mitochondrion outer membrane,  Isopeptide bond,  Ubl conjugation,  Membrane"
Q922R1,CP070_MOUSE,UPF0183 protein C16orf70 homolog,Mus musculus (Mouse),"dendrite ISO, synaptic vesicle membrane ISO, membrane ISO, trans-Golgi network ISO","GO:0016020, GO:0030672, GO:0005802, GO:0030425","PDZ domain binding ISO, glutamate receptor binding ISO","GO:0030165, GO:0035254",Golgi to plasma membrane protein transport ISO,GO:0043001,Reference proteome
Q99J39,FT,"Malonyl-CoA decarboxylase, mitochondrial {ECO:0000305}",Mus musculus (Mouse),"cytoplasm IDA, mitochondrion IDA, peroxisomal matrix ISS, cytosol ISO, peroxisome ISS, mitochondrial matrix IDA","GO:0005759, GO:0005737, GO:0005782, GO:0005829, GO:0005739, GO:0005777","identical protein binding ISO, malonyl-CoA decarboxylase activity IDA","GO:0042802, GO:0050080","malonyl-CoA catabolic process IDA, regulation of glucose metabolic process ISS, regulation of fatty acid oxidation ISO, fatty acid biosynthetic process ISS, response to ischemia ISS, positive regulation of fatty acid oxidation IDA, acetyl-CoA biosynthetic process ISS, regulation of fatty acid beta-oxidation ISO, fatty acid oxidation ISO","GO:0010906, GO:0019395, GO:0006633, GO:0046321, GO:0046320, GO:0002931, GO:2001294, GO:0031998, GO:0006085"," Fatty acid metabolism,  Transit peptide,  Fatty acid biosynthesis,  Peroxisome,  Decarboxylase, Lipid biosynthesis,  Lipid metabolism, Acetylation,  Mitochondrion,  Cytoplasm,  Alternative initiation, Disulfide bond,  Lyase, Reference proteome"
Q99JY4,TRABD_MOUSE,TraB domain-containing protein,Mus musculus (Mouse),,,,,,," Reference proteome, Acetylation,  Phosphoprotein"
Q99K01,PDXD1_MOUSE,Pyridoxal-dependent decarboxylase domain-containing protein 1,Mus musculus (Mouse),"intracellular membrane-bounded organelle ISO, endoplasmic reticulum IBA, Golgi apparatus ISO","GO:0005794, GO:0005783, GO:0043231","carboxy-lyase activity IEA, sphinganine-1-phosphate aldolase activity IBA, pyridoxal phosphate binding IEA","GO:0030170, GO:0008117, GO:0016831","carboxylic acid metabolic process IEA, sphingolipid catabolic process IBA, ameboidal-type cell migration IBA, sphingolipid metabolic process IBA","GO:0006665, GO:0001667, GO:0019752, GO:0030149"," Decarboxylase, Alternative splicing,  Reference proteome,  Lyase, Pyridoxal phosphate,  Phosphoprotein"
